Key,Translation
potato:21,原產於非洲和亞洲的洋芋大小不一，從小土豆到創紀錄的130磅。
potato:22,8月19日和10月27日是美國的國家馬鈴薯日。
potato:23,馬鈴薯還可以用來釀造酒精飲料，例如伏特加，波奇恩或阿誇維特。
potato:24,馬鈴薯是最環保的蔬菜之一。它們易於種植，不需要像許多其他蔬菜一樣大量依賴肥料和化學添加劑。
potato:25,馬鈴薯起源於南秘魯地區，最早在公元前8000年至5000年之間被馴化。
potato:26,馬鈴薯的英文 potato 源自西班牙語詞彙 patata。
potato:27,馬鈴薯通常由昆蟲授粉，比如黃蜂。
potato:28,一個土豆由80%的水和20%的固體構成。
potato:3,2017年，美國的土豆愛好者消費了400萬噸不同形狀和尺寸的薯條。
potato:4,土豆是一種強力的催情劑，一名愛爾蘭物理學家表示。
potato:5,美國人每年人均食用140鎊土豆。德國人每年人均食用200鎊土豆。
potato:6,根據吉尼斯世界紀錄，最大的土豆重18鎊4盎司，於1795年在英格蘭長成。
potato:7,馬鈴薯是世界第四大主食，排在小麥、玉米和大米之後。
potato:8,馬鈴薯在超過125個國家種植。
potato:9,世界每年的馬鈴薯產量足以覆蓋一條4車道馬路環繞地球6圈。
potatoes,馬鈴薯 QMK
print:anonymous:label,匿名
print:author:placeholder,你的名字（可選）
print:author:title,作者
print:back:title,返回
print:date:title,日期
print:keyboard:label,鍵盤
print:layer:label,層
print:layout:label,配列
print:notes:empty,默認鍵位
print:notes:placeholder,該配置的説明
print:notes:title,説明
print:print:title,打印
print:source:title,源碼
printKeymap:label,打印鍵位
printKeymap:title,打印鍵位表
settingsPanel:advanced:heading,
settingsPanel:basic:heading,
settingsPanel:clearLayer:help,
settingsPanel:clearLayer:label,清除層默認鍵碼
settingsPanel:darkMode:help,
settingsPanel:darkMode:label,深色模式
settingsPanel:fastInput:help,直接通過鍵盤輸入鍵位
settingsPanel:fastInput:label,快速輸入 (Ctrl+Alt+F)
settingsPanel:help:heading,
settingsPanel:input:heading,
settingsPanel:language:help,
settingsPanel:language:label,語言
settingsPanel:legendType:index,
settingsPanel:legendType:keymap,
settingsPanel:legendType:matrix,
settingsPanel:legendType:size,
settingsPanel:legends:help,
settingsPanel:legends:label,
settingsPanel:off:label,關閉
settingsPanel:on:label,開啓
settingsPanel:osKeyboardLayout:help,
settingsPanel:osKeyboardLayout:option:keymap_belgian,
settingsPanel:osKeyboardLayout:option:keymap_bepo,
settingsPanel:osKeyboardLayout:option:keymap_brazilian_abnt2,
settingsPanel:osKeyboardLayout:option:keymap_canadian_multilingual,
settingsPanel:osKeyboardLayout:option:keymap_colemak,
settingsPanel:osKeyboardLayout:option:keymap_croatian,
settingsPanel:osKeyboardLayout:option:keymap_czech,
settingsPanel:osKeyboardLayout:option:keymap_danish,
settingsPanel:osKeyboardLayout:option:keymap_dvorak,
settingsPanel:osKeyboardLayout:option:keymap_dvorak_fr,
settingsPanel:osKeyboardLayout:option:keymap_dvorak_programmer,
settingsPanel:osKeyboardLayout:option:keymap_estonian,
settingsPanel:osKeyboardLayout:option:keymap_finnish,
settingsPanel:osKeyboardLayout:option:keymap_french,
settingsPanel:osKeyboardLayout:option:keymap_french_afnor,
settingsPanel:osKeyboardLayout:option:keymap_french_mac_iso,
settingsPanel:osKeyboardLayout:option:keymap_german,德語（德國和奧地利）
settingsPanel:osKeyboardLayout:option:keymap_greek,
settingsPanel:osKeyboardLayout:option:keymap_hebrew,
settingsPanel:osKeyboardLayout:option:keymap_hungarian,
settingsPanel:osKeyboardLayout:option:keymap_icelandic,
settingsPanel:osKeyboardLayout:option:keymap_irish,
settingsPanel:osKeyboardLayout:option:keymap_italian,
settingsPanel:osKeyboardLayout:option:keymap_italian_mac_ansi,
settingsPanel:osKeyboardLayout:option:keymap_italian_mac_iso,
settingsPanel:osKeyboardLayout:option:keymap_japanese,
settingsPanel:osKeyboardLayout:option:keymap_korean,
settingsPanel:osKeyboardLayout:option:keymap_latvian,
settingsPanel:osKeyboardLayout:option:keymap_lithuanian_azerty,
settingsPanel:osKeyboardLayout:option:keymap_lithuanian_qwerty,
settingsPanel:osKeyboardLayout:option:keymap_neo2,
settingsPanel:osKeyboardLayout:option:keymap_norman,
settingsPanel:osKeyboardLayout:option:keymap_norwegian,
settingsPanel:osKeyboardLayout:option:keymap_polish,
settingsPanel:osKeyboardLayout:option:keymap_portuguese,
settingsPanel:osKeyboardLayout:option:keymap_portuguese_mac_iso,
settingsPanel:osKeyboardLayout:option:keymap_romanian,
settingsPanel:osKeyboardLayout:option:keymap_russian,俄語
settingsPanel:osKeyboardLayout:option:keymap_serbian,
settingsPanel:osKeyboardLayout:option:keymap_serbian_latin,
settingsPanel:osKeyboardLayout:option:keymap_slovak,
settingsPanel:osKeyboardLayout:option:keymap_slovenian,
settingsPanel:osKeyboardLayout:option:keymap_spanish,
settingsPanel:osKeyboardLayout:option:keymap_spanish_dvorak,
settingsPanel:osKeyboardLayout:option:keymap_spanish_latin_america,
settingsPanel:osKeyboardLayout:option:keymap_swedish,
settingsPanel:osKeyboardLayout:option:keymap_swedish_mac_ansi,
settingsPanel:osKeyboardLayout:option:keymap_swedish_mac_iso,
settingsPanel:osKeyboardLayout:option:keymap_swedish_pro_mac_ansi,
settingsPanel:osKeyboardLayout:option:keymap_swedish_pro_mac_iso,
settingsPanel:osKeyboardLayout:option:keymap_swiss_de,
settingsPanel:osKeyboardLayout:option:keymap_swiss_fr,
settingsPanel:osKeyboardLayout:option:keymap_turkish_f,
settingsPanel:osKeyboardLayout:option:keymap_turkish_q,
settingsPanel:osKeyboardLayout:option:keymap_uk,英語（英國）
settingsPanel:osKeyboardLayout:option:keymap_ukrainian,
settingsPanel:osKeyboardLayout:option:keymap_us,英語（美國）
settingsPanel:osKeyboardLayout:option:keymap_us_extended,
settingsPanel:osKeyboardLayout:option:keymap_us_international,
settingsPanel:osKeyboardLayout:option:keymap_us_international_linux,
settingsPanel:osKeyboardLayout:option:keymap_workman,
settingsPanel:osKeyboardLayout:option:keymap_workman_zxcvm,
settingsPanel:osKeyboardLayout:label,
settingsPanel:snowflakes:label,開啓 Snowflakes
settingsPanel:toggleTutorial:help,MechMerlin 的視頻教程
settingsPanel:toggleTutorial:label,視頻教程
settingsPanel:printing:heading,
settingsPanel:printing:useBlankForUnassigned:label,
settingsPanel:printing:useBlankForUnassigned:help,
settingsPanel:printing:applyDisabledStyleForUnassigned:label,
settingsPanel:printing:applyDisabledStyleForUnassigned:help,
testKeys:label,測試鍵盤
testKeys:title,測試鍵盤輸入
tester:back:label,返回
tester:back:title,回到配置頁面
tester:chatter:detectedAlert,探測到連擊！
tester:chatter:label,連擊閾值 (ms)
tester:docs:paragraph,注意：探測到的鍵位值和鍵位碼可能會因為本地設置有所不同。文檔
tester:keycodeStatus:label,鍵碼已探測
tester:letters:code:label,鍵位代碼
tester:letters:key:label,鍵位值
tester:letters:keycode:label,鍵位碼
tester:page:label,重置
tester:reset:label,重置已測試按鍵
tester:reset:title,開啓打字機音效
tester:typewritericon:label,開啓打字機音效
toggleTerminal:label,點擊展開
toggleTerminal:title,開啓終端顯示
